0,0,1,0,0,0,0,0,0,0,0
1,0,1,4627.3056000000006,4.4496400000000049,115,92,16,117600,93680,16640
2,0,1,8585.7324800000697,8.2555120000000635,240,212,20,247600,218480,20800
3,0,1,7592.2579199999882,7.3002479999999874,363,332,22,375520,343280,22880
4,0,1,8710.6739199999156,8.3756479999999147,484,453,26,501360,469120,27040
5,0,1,7643.2761599999649,7.3493039999999592,612,573,29,634480,593920,30160
6,0,1,8480.8755199999177,8.1546879999999113,736,693,33,763440,718720,34320
7,0,1,6367.5289599998368,6.1226239999998375,859,813,36,891360,843520,37440
8,0,1,8070.7660800004751,7.7603520000004567,978,933,39,1015120,968320,40560
9,0,1,8003.3574399993595,7.6955359999993789,1103,1053,42,1145120,1093120,43680
10,0,1,7930.7071999996679,7.6256799999996776,1227,1174,47,1274080,1218960,48880
11,0,1,6205.4303999995618,5.9667599999995726,1347,1293,49,1398880,1342720,50960
12,0,1,8161.545599999552,7.847639999999565,1471,1413,52,1527840,1467520,54080
13,0,1,8382.0588799996804,8.0596719999996864,1595,1533,55,1656800,1592320,57200
14,0,1,8223.2217599995638,7.9069439999995748,1719,1653,59,1785760,1717120,61360
15,0,1,7627.0022399999425,7.3336559999999267,1843,1773,62,1914720,1841920,64480
16,0,1,6669.5449599980748,6.413023999998142,1964,1894,66,2040560,1967760,68640
17,0,1,8110.8601600028715,7.7989040000027572,2093,2014,70,2174720,2092560,72800
18,0,1,7900.0646400004553,7.5962160000004353,2213,2134,73,2299520,2217360,75920
19,0,1,7290.5913600010417,7.0101840000010043,2339,2254,76,2430560,2342160,79040
20,0,1,8363.3472000012553,8.0416800000011932,2461,2374,80,2557440,2466960,83200
21,0,1,6957.1507200023771,6.689568000002275,2581,2495,83,2682240,2592800,86320
22,0,1,7856.2515199982399,7.5540879999983055,2711,2615,86,2817440,2717600,89440
23,0,1,7952.1894400006495,7.6463360000006233,2834,2735,89,2945360,2842400,92560
24,0,1,6513.7113600021403,6.2631840000020595,2952,2852,92,3068080,2964080,95680
25,0,1,8051.8214400037205,7.7421360000035726,3073,2972,96,3193920,3088880,99840
26,0,1,8443.7766400025557,8.1190160000024498,3195,3092,99,3320800,3213680,102960
27,0,1,7898.1593599942235,7.5943839999944487,3324,3212,102,3454960,3338480,106080
28,0,1,7580.6515200006288,7.2890880000006,3447,3332,105,3582880,3463280,109200
29,0,1,7356.5356800051395,7.0735920000049468,3569,3453,109,3709760,3589120,113360
30,0,1,7957.5391999994335,7.6514799999994487,3693,3573,112,3838720,3713920,116480
