Time	ThroughputH1	ThroughputH2	ThroughputH5
110.5	0.69887999999999995	0.26623999999999998	0.0
111	0.48255999999999999	0.48255999999999999	0.0
111.5	0.46592	0.66559999999999997	0.0
112	0.56576000000000004	0.43264000000000002	0.0
112.5	0.58240000000000003	0.24959999999999999	0.0
113	0.44928000000000001	0.59904000000000002	0.0
113.5	0.54912000000000005	0.56576000000000004	0.0
114	0.48255999999999999	0.49919999999999998	0.0
114.5	0.41599999999999998	0.61568000000000001	0.0
115	0.28288000000000002	0.66559999999999997	0.0
115.5	0.21632000000000001	0.83199999999999996	0.0
116	0.48255999999999999	0.51583999999999997	0.0
116.5	0.41599999999999998	0.33279999999999998	0.0
117	0.56576000000000004	0.59904000000000002	0.0
117.5	0.49919999999999998	0.56576000000000004	0.0
118	0.21632000000000001	0.59904000000000002	0.0
118.5	0.51583999999999997	0.66559999999999997	0.0
119	0.46592	0.43264000000000002	0.0
119.5	0.56576000000000004	0.54912000000000005	0.0
120	0.28288000000000002	0.71552000000000004	0.0
120.5	0.33279999999999998	0.63231999999999999	0.0
121	0.54912000000000005	0.48255999999999999	0.0
121.5	0.48255999999999999	0.43264000000000002	0.0
122	0.41599999999999998	0.66559999999999997	0.0
122.5	0.51583999999999997	0.34943999999999997	0.0
123	0.49919999999999998	0.63231999999999999	0.0
123.5	0.31616	0.68223999999999996	0.0
124	0.58240000000000003	0.41599999999999998	0.0
124.5	0.66559999999999997	0.31616	0.0
125	0.66559999999999997	0.34943999999999997	0.0
125.5	0.56576000000000004	0.44928000000000001	0.0
126	0.59904000000000002	0.39935999999999999	0.0
126.5	0.48255999999999999	0.51583999999999997	0.0
127	0.56576000000000004	0.28288000000000002	0.0
127.5	0.58240000000000003	0.56576000000000004	0.0
128	0.21632000000000001	0.76544000000000001	0.0
128.5	0.11648	0.89856000000000003	0.0
129	0.28288000000000002	0.63231999999999999	0.0
129.5	0.49919999999999998	0.51583999999999997	0.0
130	0.69887999999999995	0.38272	0.0
130.5	0.36608000000000002	0.58240000000000003	0.0
131	0.53247999999999995	0.51583999999999997	0.0
131.5	0.54912000000000005	0.43264000000000002	0.0
132	0.58240000000000003	0.43264000000000002	0.0
132.5	0.58240000000000003	0.41599999999999998	0.0
133	0.51583999999999997	0.48255999999999999	0.0
133.5	0.54912000000000005	0.34943999999999997	0.0
134	0.68223999999999996	0.41599999999999998	0.0
134.5	0.63231999999999999	0.36608000000000002	0.0
135	0.56576000000000004	0.44928000000000001	0.0
135.5	0.36608000000000002	0.53247999999999995	0.0
136	0.39935999999999999	0.69887999999999995	0.0
136.5	0.64895999999999998	0.29952000000000001	0.0
137	0.61568000000000001	0.31616	0.0
137.5	0.71552000000000004	0.39935999999999999	0.0
138	0.49919999999999998	0.49919999999999998	0.0
138.5	0.44928000000000001	0.54912000000000005	0.0
139	0.26623999999999998	0.63231999999999999	0.0
139.5	0.36608000000000002	0.73216000000000003	0.0
140	0.61568000000000001	0.38272	0.0
140.5	0.58240000000000003	0.43264000000000002	0.0
141	0.68223999999999996	0.31616	0.0
141.5	0.49919999999999998	0.49919999999999998	0.0
142	0.61568000000000001	0.38272	0.0
142.5	0.83199999999999996	0.13311999999999999	0.0
143	0.79871999999999999	0.14976	0.0
143.5	0.81535999999999997	0.18304000000000001	0.0
144	0.64895999999999998	0.41599999999999998	0.0
144.5	0.54912000000000005	0.44928000000000001	0.0
145	0.44928000000000001	0.54912000000000005	0.0
145.5	0.46592	0.54912000000000005	0.0
146	0.61568000000000001	0.38272	0.0
146.5	0.51583999999999997	0.39935999999999999	0.0
147	0.59904000000000002	0.48255999999999999	0.0
147.5	0.68223999999999996	0.26623999999999998	0.0
148	0.64895999999999998	0.23296	0.0
148.5	0.53247999999999995	0.49919999999999998	0.0
149	0.56576000000000004	0.56576000000000004	0.0
149.5	0.74880000000000002	0.16639999999999999	0.0
150	0.81535999999999997	0.18304000000000001	0.0
150.5	0.84863999999999995	0.18304000000000001	0.0
151	0.63231999999999999	0.41599999999999998	0.0
151.5	0.29952000000000001	0.69887999999999995	0.0
152	0.28288000000000002	0.39935999999999999	0.0
152.5	0.59904000000000002	0.64895999999999998	0.0
153	0.58240000000000003	0.48255999999999999	0.0
153.5	0.44928000000000001	0.49919999999999998	0.0
154	0.51583999999999997	0.53247999999999995	0.0
154.5	0.51583999999999997	0.48255999999999999	0.0
155	0.33279999999999998	0.66559999999999997	0.0
155.5	0.49919999999999998	0.46592	0.0
156	0.63231999999999999	0.36608000000000002	0.0
156.5	0.53247999999999995	0.34943999999999997	0.0
157	0.61568000000000001	0.51583999999999997	0.0
157.5	0.71552000000000004	0.28288000000000002	0.0
158	0.68223999999999996	0.31616	0.0
158.5	0.43264000000000002	0.56576000000000004	0.0
159	0.48255999999999999	0.51583999999999997	0.0
159.5	0.44928000000000001	0.48255999999999999	0.0
160	0.31616	0.68223999999999996	0.0
160.5	0.34943999999999997	0.59904000000000002	0.0
161	0.48255999999999999	0.61568000000000001	0.0
161.5	0.59904000000000002	0.41599999999999998	0.0
162	0.38272	0.63231999999999999	0.0
162.5	0.29952000000000001	0.63231999999999999	0.0
163	0.83199999999999996	0.21632000000000001	0.0
163.5	0.89856000000000003	0.083199999999999996	0.0
164	0.51583999999999997	0.49919999999999998	0.0
164.5	0.33279999999999998	0.49919999999999998	0.0
165	0.64895999999999998	0.51583999999999997	0.0
165.5	0.54912000000000005	0.33279999999999998	0.0
166	0.69887999999999995	0.34943999999999997	0.0
166.5	0.78208	0.28288000000000002	0.0
167	0.63231999999999999	0.36608000000000002	0.0
167.5	0.53247999999999995	0.33279999999999998	0.0
168	0.54912000000000005	0.58240000000000003	0.0
168.5	0.18304000000000001	0.76544000000000001	0.0
169	0.14976	0.69887999999999995	0.0
169.5	0.73216000000000003	0.31616	0.0
170	0.43264000000000002	0.51583999999999997	0.0
170.5	0.26623999999999998	0.78208	0.0
171	0.31616	0.63231999999999999	0.0
171.5	0.51583999999999997	0.53247999999999995	0.0
172	0.58240000000000003	0.36608000000000002	0.0
172.5	0.66559999999999997	0.38272	0.0
173	0.59904000000000002	0.41599999999999998	0.0
173.5	0.31616	0.53247999999999995	0.0
174	0.59904000000000002	0.54912000000000005	0.0
174.5	0.46592	0.44928000000000001	0.0
175	0.54912000000000005	0.53247999999999995	0.0
175.5	0.39935999999999999	0.59904000000000002	0.0
176	0.64895999999999998	0.34943999999999997	0.0
176.5	0.68223999999999996	0.23296	0.0
177	0.28288000000000002	0.79871999999999999	0.0
177.5	0.34943999999999997	0.51583999999999997	0.0
178	0.29952000000000001	0.71552000000000004	0.0
178.5	0.41599999999999998	0.71552000000000004	0.0
179	0.099839999999999998	0.88192000000000004	0.0
179.5	0.26623999999999998	0.41599999999999998	0.0
